Width,Height,Roi.X1,Roi.Y1,Roi.X2,Roi.Y2,ClassId,Path
46,45,6,5,41,40,0,Train/14/00014_00015_00013.png
48,47,6,5,43,42,0,Train/14/00014_00015_00014.png
51,51,6,6,46,46,0,Train/14/00014_00015_00015.png
53,53,6,6,48,48,0,Train/14/00014_00015_00016.png
56,55,6,5,51,50,0,Train/14/00014_00015_00017.png
58,58,5,5,53,53,0,Train/14/00014_00015_00018.png
61,61,5,5,56,56,0,Train/14/00014_00015_00019.png
67,67,6,6,61,61,0,Train/14/00014_00015_00020.png
72,72,6,6,66,66,0,Train/14/00014_00015_00021.png
80,80,8,8,73,73,0,Train/14/00014_00015_00022.png
84,84,7,7,77,77,0,Train/14/00014_00015_00023.png
93,92,9,8,85,84,0,Train/14/00014_00015_00024.png
100,101,8,9,92,93,0,Train/14/00014_00015_00025.png
111,110,9,9,102,101,0,Train/14/00014_00015_00026.png
125,122,11,10,115,112,0,Train/14/00014_00015_00027.png
140,140,12,12,128,128,0,Train/14/00014_00015_00028.png
161,159,14,14,148,146,0,Train/14/00014_00015_00029.png
58,58,6,6,53,53,0,Train/14/00014_00016_00000.png
58,58,6,6,53,53,0,Train/14/00014_00016_00001.png
58,58,6,6,53,53,0,Train/14/00014_00016_00002.png
57,57,5,5,52,52,0,Train/14/00014_00016_00003.png
58,57,6,5,53,52,0,Train/14/00014_00016_00004.png
58,57,6,5,53,52,0,Train/14/00014_00016_00005.png
57,57,5,5,52,52,0,Train/14/00014_00016_00006.png
57,57,5,5,52,52,0,Train/14/00014_00016_00007.png
57,58,5,6,52,53,0,Train/14/00014_00016_00008.png
59,59,6,6,54,54,0,Train/14/00014_00016_00009.png
60,59,6,6,54,54,0,Train/14/00014_00016_00010.png
60,61,5,6,55,56,0,Train/14/00014_00016_00011.png
60,60,5,5,55,55,0,Train/14/00014_00016_00012.png
60,61,5,6,55,56,0,Train/14/00014_00016_00013.png
62,61,6,5,57,56,0,Train/14/00014_00016_00014.png
63,64,5,6,58,58,0,Train/14/00014_00016_00015.png
64,63,5,5,59,58,0,Train/14/00014_00016_00016.png
67,64,6,5,61,59,0,Train/14/00014_00016_00017.png
68,68,6,7,62,62,0,Train/14/00014_00016_00018.png
70,71,6,7,64,64,0,Train/14/00014_00016_00019.png
73,73,7,7,67,67,0,Train/14/00014_00016_00020.png
75,75,6,7,69,69,0,Train/14/00014_00016_00021.png
79,76,7,6,72,70,0,Train/14/00014_00016_00022.png
81,81,7,8,74,74,0,Train/14/00014_00016_00023.png
84,84,7,8,76,77,0,Train/14/00014_00016_00024.png
88,88,8,8,81,81,0,Train/14/00014_00016_00025.png
93,93,8,9,84,84,0,Train/14/00014_00016_00026.png
97,96,8,8,89,87,0,Train/14/00014_00016_00027.png
108,106,10,10,99,97,0,Train/14/00014_00016_00028.png
115,112,10,10,105,103,0,Train/14/00014_00016_00029.png
25,26,5,5,20,21,0,Train/14/00014_00017_00000.png
27,28,6,6,22,23,0,Train/14/00014_00017_00001.png
28,28,6,6,22,23,0,Train/14/00014_00017_00002.png
28,28,5,5,23,23,0,Train/14/00014_00017_00003.png
29,30,5,6,23,24,0,Train/14/00014_00017_00004.png
29,30,5,5,24,24,0,Train/14/00014_00017_00005.png
31,32,6,6,26,26,0,Train/14/00014_00017_00006.png
31,32,5,6,26,27,0,Train/14/00014_00017_00007.png
32,33,5,6,27,28,0,Train/14/00014_00017_00008.png
33,34,5,6,28,29,0,Train/14/00014_00017_00009.png
33,33,5,6,27,28,0,Train/14/00014_00017_00010.png
35,36,6,6,30,30,0,Train/14/00014_00017_00011.png
38,37,6,5,33,32,0,Train/14/00014_00017_00012.png
38,40,5,6,33,34,0,Train/14/00014_00017_00013.png
40,40,6,6,35,35,0,Train/14/00014_00017_00014.png
40,41,5,6,34,35,0,Train/14/00014_00017_00015.png
42,41,6,5,37,36,0,Train/14/00014_00017_00016.png
43,44,5,5,38,38,0,Train/14/00014_00017_00017.png
48,47,6,5,42,41,0,Train/14/00014_00017_00018.png
49,50,5,5,44,44,0,Train/14/00014_00017_00019.png
52,53,5,5,47,48,0,Train/14/00014_00017_00020.png
58,58,6,6,52,53,0,Train/14/00014_00017_00021.png
61,63,5,6,55,57,0,Train/14/00014_00017_00022.png
68,69,6,6,62,63,0,Train/14/00014_00017_00023.png
75,76,6,6,68,69,0,Train/14/00014_00017_00024.png
83,86,7,8,76,78,0,Train/14/00014_00017_00025.png
93,94,8,8,84,86,0,Train/14/00014_00017_00026.png
104,106,10,9,95,97,0,Train/14/00014_00017_00027.png
120,124,10,11,110,114,0,Train/14/00014_00017_00028.png
138,142,12,12,126,129,0,Train/14/00014_00017_00029.png
42,42,6,6,37,37,0,Train/14/00014_00018_00000.png
44,44,6,6,38,39,0,Train/14/00014_00018_00001.png
43,44,6,5,38,38,0,Train/14/00014_00018_00002.png
41,42,5,5,36,37,0,Train/14/00014_00018_00003.png
44,44,6,5,39,39,0,Train/14/00014_00018_00004.png
46,46,6,5,41,41,0,Train/14/00014_00018_00005.png
47,47,6,5,42,42,0,Train/14/00014_00018_00006.png
50,50,6,5,45,45,0,Train/14/00014_00018_00007.png
51,52,5,5,46,47,0,Train/14/00014_00018_00008.png
54,58,5,6,49,53,0,Train/14/00014_00018_00009.png
56,56,6,5,50,50,0,Train/14/00014_00018_00010.png
56,57,5,5,51,52,0,Train/14/00014_00018_00011.png
59,60,6,6,53,54,0,Train/14/00014_00018_00012.png
60,60,6,5,55,55,0,Train/14/00014_00018_00013.png
62,63,5,5,57,58,0,Train/14/00014_00018_00014.png
68,68,7,6,62,62,0,Train/14/00014_00018_00015.png
71,71,7,6,65,65,0,Train/14/00014_00018_00016.png
73,75,6,7,67,69,0,Train/14/00014_00018_00017.png
76,78,6,7,69,71,0,Train/14/00014_00018_00018.png
80,81,7,7,73,74,0,Train/14/00014_00018_00019.png
84,84,7,7,76,77,0,Train/14/00014_00018_00020.png
89,90,8,8,81,82,0,Train/14/00014_00018_00021.png
96,96,9,8,88,88,0,Train/14/00014_00018_00022.png
99,104,8,10,91,95,0,Train/14/00014_00018_00023.png
106,110,9,10,97,101,0,Train/14/00014_00018_00024.png
116,119,10,11,106,109,0,Train/14/00014_00018_00025.png
120,123,10,11,110,113,0,Train/14/00014_00018_00026.png
133,135,11,11,122,124,0,Train/14/00014_00018_00027.png
148,147,12,13,136,135,0,Train/14/00014_00018_00028.png
158,161,14,14,145,147,0,Train/14/00014_00018_00029.png
36,40,5,6,31,35,0,Train/14/00014_00019_00000.png
38,41,6,5,32,35,0,Train/14/00014_00019_00001.png
38,41,6,5,33,36,0,Train/14/00014_00019_00002.png
37,42,5,5,32,36,0,Train/14/00014_00019_00003.png
38,44,5,6,32,38,0,Train/14/00014_00019_00004.png
39,45,5,5,33,39,0,Train/14/00014_00019_00005.png
40,46,5,6,35,41,0,Train/14/00014_00019_00006.png
42,46,5,6,37,41,0,Train/14/00014_00019_00007.png
42,46,5,6,37,41,0,Train/14/00014_00019_00008.png
43,46,6,6,38,41,0,Train/14/00014_00019_00009.png
46,45,6,5,40,40,0,Train/14/00014_00019_00010.png
45,45,5,5,40,40,0,Train/14/00014_00019_00011.png
64,72,5,6,59,66,0,Train/14/00014_00019_00012.png
66,73,6,7,60,67,0,Train/14/00014_00019_00013.png
68,74,6,7,62,67,0,Train/14/00014_00019_00014.png
71,74,6,7,64,68,0,Train/14/00014_00019_00015.png
74,77,7,7,68,71,0,Train/14/00014_00019_00016.png
77,81,7,7,70,73,0,Train/14/00014_00019_00017.png
78,82,7,7,71,75,0,Train/14/00014_00019_00018.png
84,87,8,8,76,80,0,Train/14/00014_00019_00019.png
85,92,7,9,77,84,0,Train/14/00014_00019_00020.png
87,95,8,9,79,86,0,Train/14/00014_00019_00021.png
93,98,9,9,85,90,0,Train/14/00014_00019_00022.png
98,100,9,8,89,91,0,Train/14/00014_00019_00023.png
99,104,8,9,91,94,0,Train/14/00014_00019_00024.png
106,108,10,10,97,99,0,Train/14/00014_00019_00025.png
109,111,10,10,100,101,0,Train/14/00014_00019_00026.png
112,115,9,10,103,105,0,Train/14/00014_00019_00027.png
118,121,10,11,108,110,0,Train/14/00014_00019_00028.png
122,123,11,11,112,113,0,Train/14/00014_00019_00029.png
38,41,5,6,33,36,0,Train/14/00014_00020_00000.png
40,44,5,6,34,39,0,Train/14/00014_00020_00001.png
42,45,5,5,36,40,0,Train/14/00014_00020_00002.png
43,47,6,6,38,42,0,Train/14/00014_00020_00003.png
44,47,5,5,38,41,0,Train/14/00014_00020_00004.png
45,48,6,6,40,43,0,Train/14/00014_00020_00005.png
46,49,6,6,40,43,0,Train/14/00014_00020_00006.png
46,50,5,6,41,45,0,Train/14/00014_00020_00007.png
48,50,6,5,43,45,0,Train/14/00014_00020_00008.png
50,54,5,6,45,49,0,Train/14/00014_00020_00009.png
54,56,6,5,49,51,0,Train/14/00014_00020_00010.png
55,60,5,6,50,54,0,Train/14/00014_00020_00011.png
58,60,6,5,52,54,0,Train/14/00014_00020_00012.png
59,63,6,5,54,57,0,Train/14/00014_00020_00013.png
59,66,5,6,54,60,0,Train/14/00014_00020_00014.png
63,70,5,7,58,64,0,Train/14/00014_00020_00015.png
68,73,6,7,62,67,0,Train/14/00014_00020_00016.png
74,81,7,8,68,73,0,Train/14/00014_00020_00017.png
81,86,8,8,73,79,0,Train/14/00014_00020_00018.png
85,94,7,8,78,85,0,Train/14/00014_00020_00019.png
89,96,8,8,82,88,0,Train/14/00014_00020_00020.png
94,100,8,9,86,92,0,Train/14/00014_00020_00021.png
104,105,10,10,95,96,0,Train/14/00014_00020_00022.png
113,110,10,9,104,101,0,Train/14/00014_00020_00023.png
123,122,11,11,113,111,0,Train/14/00014_00020_00024.png
136,135,11,12,124,123,0,Train/14/00014_00020_00025.png
153,149,14,13,139,136,0,Train/14/00014_00020_00026.png
177,171,16,14,161,157,0,Train/14/00014_00020_00027.png
197,193,17,17,180,177,0,Train/14/00014_00020_00028.png
224,219,19,19,205,201,0,Train/14/00014_00020_00029.png
29,30,5,6,24,25,0,Train/14/00014_00021_00000.png
31,31,6,6,26,26,0,Train/14/00014_00021_00001.png
32,32,6,5,27,26,0,Train/14/00014_00021_00002.png
33,34,6,6,28,29,0,Train/14/00014_00021_00003.png
34,36,5,6,28,31,0,Train/14/00014_00021_00004.png
36,36,6,5,30,31,0,Train/14/00014_00021_00005.png
36,38,5,6,30,33,0,Train/14/00014_00021_00006.png
37,40,5,6,32,35,0,Train/14/00014_00021_00007.png
37,40,5,6,32,35,0,Train/14/00014_00021_00008.png
39,41,6,6,34,36,0,Train/14/00014_00021_00009.png
39,43,5,6,34,38,0,Train/14/00014_00021_00010.png
42,44,6,5,36,38,0,Train/14/00014_00021_00011.png
44,46,6,6,38,41,0,Train/14/00014_00021_00012.png
47,48,6,6,42,42,0,Train/14/00014_00021_00013.png
48,49,5,6,43,44,0,Train/14/00014_00021_00014.png
50,50,5,5,44,44,0,Train/14/00014_00021_00015.png
52,52,5,5,47,47,0,Train/14/00014_00021_00016.png
55,56,5,5,50,51,0,Train/14/00014_00021_00017.png
57,58,5,5,52,52,0,Train/14/00014_00021_00018.png
61,60,6,5,55,55,0,Train/14/00014_00021_00019.png
63,65,6,5,58,59,0,Train/14/00014_00021_00020.png
70,73,6,6,64,67,0,Train/14/00014_00021_00021.png
76,81,6,7,70,74,0,Train/14/00014_00021_00022.png
86,92,8,9,79,84,0,Train/14/00014_00021_00023.png
97,102,9,9,89,93,0,Train/14/00014_00021_00024.png
110,116,10,11,100,106,0,Train/14/00014_00021_00025.png
119,124,10,10,109,114,0,Train/14/00014_00021_00026.png
132,141,11,13,121,129,0,Train/14/00014_00021_00027.png
145,155,13,14,133,141,0,Train/14/00014_00021_00028.png
159,170,14,15,145,155,0,Train/14/00014_00021_00029.png
35,37,6,6,30,32,0,Train/14/00014_00022_00000.png
34,36,5,6,29,31,0,Train/14/00014_00022_00001.png
35,36,5,5,30,31,0,Train/14/00014_00022_00002.png
35,37,5,6,30,32,0,Train/14/00014_00022_00003.png
37,37,6,5,32,32,0,Train/14/00014_00022_00004.png
37,40,5,6,32,35,0,Train/14/00014_00022_00005.png
40,41,6,5,34,36,0,Train/14/00014_00022_00006.png
40,42,6,5,35,36,0,Train/14/00014_00022_00007.png
42,43,6,5,37,38,0,Train/14/00014_00022_00008.png
43,45,5,5,38,40,0,Train/14/00014_00022_00009.png
44,46,6,6,39,41,0,Train/14/00014_00022_00010.png
45,47,6,5,40,42,0,Train/14/00014_00022_00011.png
46,50,6,6,41,45,0,Train/14/00014_00022_00012.png
48,52,6,6,43,47,0,Train/14/00014_00022_00013.png
50,53,6,6,45,48,0,Train/14/00014_00022_00014.png
50,55,5,5,45,50,0,Train/14/00014_00022_00015.png
54,57,6,5,48,52,0,Train/14/00014_00022_00016.png
56,61,6,6,51,56,0,Train/14/00014_00022_00017.png
58,62,6,5,53,57,0,Train/14/00014_00022_00018.png
59,69,5,7,54,63,0,Train/14/00014_00022_00019.png
62,71,5,6,57,65,0,Train/14/00014_00022_00020.png
69,76,7,7,63,70,0,Train/14/00014_00022_00021.png
70,82,6,8,64,75,0,Train/14/00014_00022_00022.png
75,87,7,8,69,80,0,Train/14/00014_00022_00023.png
81,95,8,9,74,87,0,Train/14/00014_00022_00024.png
85,104,8,9,78,95,0,Train/14/00014_00022_00025.png
92,115,8,10,84,105,0,Train/14/00014_00022_00026.png
97,124,8,11,89,114,0,Train/14/00014_00022_00027.png
107,135,9,12,97,124,0,Train/14/00014_00022_00028.png
116,148,10,13,106,136,0,Train/14/00014_00022_00029.png
34,34,5,5,29,29,0,Train/14/00014_00023_00000.png
36,37,5,6,31,32,0,Train/14/00014_00023_00001.png
36,38,5,6,31,33,0,Train/14/00014_00023_00002.png
39,38,6,5,34,33,0,Train/14/00014_00023_00003.png
39,40,6,6,34,35,0,Train/14/00014_00023_00004.png
39,38,6,5,34,33,0,Train/14/00014_00023_00005.png
40,43,5,6,35,38,0,Train/14/00014_00023_00006.png
42,43,6,6,37,38,0,Train/14/00014_00023_00007.png
43,43,6,5,38,38,0,Train/14/00014_00023_00008.png
44,44,6,5,39,39,0,Train/14/00014_00023_00009.png
45,44,6,5,40,39,0,Train/14/00014_00023_00010.png
46,47,5,5,41,42,0,Train/14/00014_00023_00011.png
47,49,5,6,42,44,0,Train/14/00014_00023_00012.png
49,51,5,6,44,46,0,Train/14/00014_00023_00013.png
52,52,6,6,47,47,0,Train/14/00014_00023_00014.png
54,53,6,5,49,48,0,Train/14/00014_00023_00015.png
54,55,5,6,49,50,0,Train/14/00014_00023_00016.png
56,57,5,5,51,52,0,Train/14/00014_00023_00017.png
58,60,5,5,53,55,0,Train/14/00014_00023_00018.png
61,62,5,6,56,57,0,Train/14/00014_00023_00019.png
63,65,6,6,58,60,0,Train/14/00014_00023_00020.png
65,68,6,7,60,62,0,Train/14/00014_00023_00021.png
69,71,6,7,63,65,0,Train/14/00014_00023_00022.png
74,73,7,6,68,67,0,Train/14/00014_00023_00023.png
77,76,7,6,71,70,0,Train/14/00014_00023_00024.png
81,82,7,8,74,75,0,Train/14/00014_00023_00025.png
83,84,8,8,76,77,0,Train/14/00014_00023_00026.png
87,88,7,7,80,81,0,Train/14/00014_00023_00027.png
97,96,9,8,89,88,0,Train/14/00014_00023_00028.png
99,100,9,8,91,92,0,Train/14/00014_00023_00029.png
26,27,6,6,21,21,0,Train/14/00014_00024_00000.png
26,27,5,6,21,22,0,Train/14/00014_00024_00001.png
27,27,6,6,22,22,0,Train/14/00014_00024_00002.png
26,28,5,6,21,22,0,Train/14/00014_00024_00003.png
28,27,6,6,23,22,0,Train/14/00014_00024_00004.png
30,28,6,5,25,23,0,Train/14/00014_00024_00005.png
31,30,6,6,26,25,0,Train/14/00014_00024_00006.png
32,31,6,6,27,26,0,Train/14/00014_00024_00007.png
31,32,5,6,25,26,0,Train/14/00014_00024_00008.png
33,33,6,6,27,27,0,Train/14/00014_00024_00009.png
32,33,5,6,26,28,0,Train/14/00014_00024_00010.png
32,33,5,5,27,27,0,Train/14/00014_00024_00011.png
35,35,5,5,29,29,0,Train/14/00014_00024_00012.png
35,35,5,5,30,30,0,Train/14/00014_00024_00013.png
36,36,5,5,31,31,0,Train/14/00014_00024_00014.png
38,39,5,6,32,33,0,Train/14/00014_00024_00015.png
40,40,5,5,35,35,0,Train/14/00014_00024_00016.png
42,43,5,6,37,38,0,Train/14/00014_00024_00017.png
41,42,5,6,36,37,0,Train/14/00014_00024_00018.png
44,43,6,5,39,38,0,Train/14/00014_00024_00019.png
47,47,6,6,41,41,0,Train/14/00014_00024_00020.png
48,47,6,5,43,42,0,Train/14/00014_00024_00021.png
51,49,6,5,46,44,0,Train/14/00014_00024_00022.png
52,52,6,5,47,47,0,Train/14/00014_00024_00023.png
53,54,6,6,47,48,0,Train/14/00014_00024_00024.png
56,55,6,6,50,50,0,Train/14/00014_00024_00025.png
57,57,6,6,52,52,0,Train/14/00014_00024_00026.png
60,58,6,5,54,52,0,Train/14/00014_00024_00027.png
60,60,6,6,55,55,0,Train/14/00014_00024_00028.png
61,60,6,5,56,55,0,Train/14/00014_00024_00029.png
27,28,5,5,22,23,0,Train/14/00014_00025_00000.png
29,29,6,5,23,23,0,Train/14/00014_00025_00001.png
30,31,6,6,25,26,0,Train/14/00014_00025_00002.png
29,31,5,6,23,25,0,Train/14/00014_00025_00003.png
29,29,6,5,24,24,0,Train/14/00014_00025_00004.png
31,32,6,6,25,26,0,Train/14/00014_00025_00005.png
30,34,5,6,25,29,0,Train/14/00014_00025_00006.png
31,33,6,5,26,28,0,Train/14/00014_00025_00007.png
32,34,6,6,26,29,0,Train/14/00014_00025_00008.png
30,34,5,6,25,29,0,Train/14/00014_00025_00009.png
32,35,5,5,26,29,0,Train/14/00014_00025_00010.png
34,33,6,5,29,28,0,Train/14/00014_00025_00011.png
37,37,6,6,32,32,0,Train/14/00014_00025_00012.png
39,39,6,6,34,34,0,Train/14/00014_00025_00013.png
38,38,5,5,33,33,0,Train/14/00014_00025_00014.png
41,40,6,5,35,34,0,Train/14/00014_00025_00015.png
42,43,6,5,37,37,0,Train/14/00014_00025_00016.png
45,45,6,5,39,39,0,Train/14/00014_00025_00017.png
45,46,6,6,40,41,0,Train/14/00014_00025_00018.png
46,48,5,6,41,43,0,Train/14/00014_00025_00019.png
48,49,5,5,42,43,0,Train/14/00014_00025_00020.png
49,51,5,6,44,46,0,Train/14/00014_00025_00021.png
53,53,6,5,47,48,0,Train/14/00014_00025_00022.png
55,57,6,5,50,51,0,Train/14/00014_00025_00023.png
56,59,5,6,51,54,0,Train/14/00014_00025_00024.png
60,61,6,5,55,56,0,Train/14/00014_00025_00025.png
63,66,5,6,57,60,0,Train/14/00014_00025_00026.png
69,71,6,7,62,65,0,Train/14/00014_00025_00027.png
73,76,6,6,67,69,0,Train/14/00014_00025_00028.png
83,85,8,7,75,78,0,Train/14/00014_00025_00029.png
26,26,6,6,21,21,1,Train/18/00018_00000_00000.png
27,27,5,6,21,22,1,Train/18/00018_00000_00001.png
27,27,5,6,22,22,1,Train/18/00018_00000_00002.png
27,27,5,6,22,22,1,Train/18/00018_00000_00003.png
27,27,5,6,22,22,1,Train/18/00018_00000_00004.png
27,27,5,6,22,22,1,Train/18/00018_00000_00005.png
28,26,5,5,23,21,1,Train/18/00018_00000_00006.png
30,28,6,6,25,23,1,Train/18/00018_00000_00007.png
29,28,5,6,24,23,1,Train/18/00018_00000_00008.png
31,27,6,5,25,22,1,Train/18/00018_00000_00009.png
28,26,5,5,23,21,1,Train/18/00018_00000_00010.png
28,27,5,6,23,22,1,Train/18/00018_00000_00011.png
29,27,6,5,24,22,1,Train/18/00018_00000_00012.png
29,28,5,6,24,23,1,Train/18/00018_00000_00013.png
29,27,5,6,24,22,1,Train/18/00018_00000_00014.png
30,27,5,5,25,22,1,Train/18/00018_00000_00015.png
30,28,5,5,25,23,1,Train/18/00018_00000_00016.png
30,29,5,6,25,23,1,Train/18/00018_00000_00017.png
31,28,5,5,26,23,1,Train/18/00018_00000_00018.png
32,28,5,5,26,23,1,Train/18/00018_00000_00019.png
33,29,6,6,28,24,1,Train/18/00018_00000_00020.png
31,29,5,6,26,23,1,Train/18/00018_00000_00021.png
31,29,6,6,26,24,1,Train/18/00018_00000_00022.png
30,29,5,6,25,24,1,Train/18/00018_00000_00023.png
30,29,5,6,25,24,1,Train/18/00018_00000_00024.png
31,28,6,5,26,23,1,Train/18/00018_00000_00025.png
31,30,6,6,26,24,1,Train/18/00018_00000_00026.png
31,29,6,6,26,24,1,Train/18/00018_00000_00027.png
31,29,6,5,26,23,1,Train/18/00018_00000_00028.png
30,31,5,6,25,25,1,Train/18/00018_00000_00029.png
44,42,5,6,39,37,1,Train/18/00018_00001_00000.png
45,41,5,5,39,35,1,Train/18/00018_00001_00001.png
46,41,5,5,41,36,1,Train/18/00018_00001_00002.png
47,42,6,5,42,36,1,Train/18/00018_00001_00003.png
48,43,6,6,43,38,1,Train/18/00018_00001_00004.png
47,44,5,6,42,39,1,Train/18/00018_00001_00005.png
49,46,6,6,44,40,1,Train/18/00018_00001_00006.png
50,47,5,6,45,42,1,Train/18/00018_00001_00007.png
50,48,5,6,45,42,1,Train/18/00018_00001_00008.png
51,47,5,5,46,42,1,Train/18/00018_00001_00009.png
53,50,6,6,48,44,1,Train/18/00018_00001_00010.png
54,50,5,6,49,45,1,Train/18/00018_00001_00011.png
54,51,5,5,49,46,1,Train/18/00018_00001_00012.png
57,54,6,6,52,49,1,Train/18/00018_00001_00013.png
58,56,6,6,53,51,1,Train/18/00018_00001_00014.png
60,54,6,6,55,49,1,Train/18/00018_00001_00015.png
60,57,5,6,55,52,1,Train/18/00018_00001_00016.png
61,56,5,6,56,51,1,Train/18/00018_00001_00017.png
64,60,5,6,58,54,1,Train/18/00018_00001_00018.png
68,60,6,5,61,54,1,Train/18/00018_00001_00019.png
70,62,6,6,64,57,1,Train/18/00018_00001_00020.png
72,63,6,5,66,58,1,Train/18/00018_00001_00021.png
72,65,6,5,66,59,1,Train/18/00018_00001_00022.png
76,69,7,7,70,63,1,Train/18/00018_00001_00023.png
82,72,8,6,74,65,1,Train/18/00018_00001_00024.png
83,75,7,7,76,69,1,Train/18/00018_00001_00025.png
87,78,8,7,80,71,1,Train/18/00018_00001_00026.png
90,82,8,8,82,74,1,Train/18/00018_00001_00027.png
96,86,9,8,87,78,1,Train/18/00018_00001_00028.png
99,92,8,8,91,83,1,Train/18/00018_00001_00029.png
36,33,6,6,31,28,1,Train/18/00018_00002_00000.png
36,33,6,5,31,27,1,Train/18/00018_00002_00001.png
36,35,5,6,30,29,1,Train/18/00018_00002_00002.png
37,35,5,6,31,30,1,Train/18/00018_00002_00003.png
37,36,5,6,32,31,1,Train/18/00018_00002_00004.png
38,38,5,6,33,32,1,Train/18/00018_00002_00005.png
40,37,6,5,35,32,1,Train/18/00018_00002_00006.png
39,36,5,5,34,31,1,Train/18/00018_00002_00007.png
39,38,5,5,34,33,1,Train/18/00018_00002_00008.png
41,39,5,5,36,34,1,Train/18/00018_00002_00009.png
43,40,5,6,38,35,1,Train/18/00018_00002_00010.png
43,41,5,6,38,35,1,Train/18/00018_00002_00011.png
43,42,5,6,38,37,1,Train/18/00018_00002_00012.png
46,42,6,5,41,36,1,Train/18/00018_00002_00013.png
47,44,6,6,41,38,1,Train/18/00018_00002_00014.png
49,45,6,6,43,40,1,Train/18/00018_00002_00015.png
49,45,6,5,44,40,1,Train/18/00018_00002_00016.png
50,47,5,5,45,42,1,Train/18/00018_00002_00017.png
53,47,6,5,47,42,1,Train/18/00018_00002_00018.png
54,49,6,5,49,44,1,Train/18/00018_00002_00019.png
56,51,6,5,51,45,1,Train/18/00018_00002_00020.png
56,53,5,6,51,48,1,Train/18/00018_00002_00021.png
59,55,5,5,54,50,1,Train/18/00018_00002_00022.png
64,60,5,6,59,55,1,Train/18/00018_00002_00023.png
68,61,7,5,62,56,1,Train/18/00018_00002_00024.png
71,67,6,6,65,61,1,Train/18/00018_00002_00025.png
75,71,6,6,69,65,1,Train/18/00018_00002_00026.png
84,76,8,7,77,70,1,Train/18/00018_00002_00027.png
92,84,9,8,84,77,1,Train/18/00018_00002_00028.png
97,91,8,8,89,83,1,Train/18/00018_00002_00029.png
38,40,6,5,37,35,1,Train/18/00018_00003_00000.png
44,42,6,5,39,36,1,Train/18/00018_00003_00001.png
44,42,6,6,39,37,1,Train/18/00018_00003_00002.png
44,41,6,5,39,36,1,Train/18/00018_00003_00003.png
43,42,5,5,38,37,1,Train/18/00018_00003_00004.png
46,45,6,6,41,40,1,Train/18/00018_00003_00005.png
50,46,5,5,45,41,1,Train/18/00018_00003_00006.png
51,46,5,5,45,41,1,Train/18/00018_00003_00007.png
52,49,6,6,47,44,1,Train/18/00018_00003_00008.png
52,49,5,5,47,44,1,Train/18/00018_00003_00009.png
54,51,6,6,48,45,1,Train/18/00018_00003_00010.png
55,52,5,6,50,47,1,Train/18/00018_00003_00011.png
58,55,6,6,53,50,1,Train/18/00018_00003_00012.png
59,55,6,6,53,50,1,Train/18/00018_00003_00013.png
60,56,6,6,54,51,1,Train/18/00018_00003_00014.png
60,59,5,6,55,53,1,Train/18/00018_00003_00015.png
64,60,5,6,59,55,1,Train/18/00018_00003_00016.png
64,59,5,6,59,54,1,Train/18/00018_00003_00017.png
